Battle,belligerent,pos,Result,VorD
Siege of Jerusalem (1099),"Raymond IV, Count of Toulouse",L,"Decisive Crusader victory[1]

Jerusalem captured by the Crusaders
Kingdom of Jerusalem is formed",V
Siege of Jerusalem (1099),"Robert II, Count of Flanders",L,"Decisive Crusader victory[1]

Jerusalem captured by the Crusaders
Kingdom of Jerusalem is formed",V
Siege of Jerusalem (1099),Robert Curthose,L,"Decisive Crusader victory[1]

Jerusalem captured by the Crusaders
Kingdom of Jerusalem is formed",V
Siege of Jerusalem (1099),"Tancred, Prince of Galilee",L,"Decisive Crusader victory[1]

Jerusalem captured by the Crusaders
Kingdom of Jerusalem is formed",V
Siege of Jerusalem (1099),Iftikhar al-Dawla,R,"Decisive Crusader victory[1]

Jerusalem captured by the Crusaders
Kingdom of Jerusalem is formed",D
Battle of Ascalon,Godfrey of Bouillon,L,"Decisive Crusader victory[1]

Fatimid army retreats back to Egypt
End of the First Crusade",V
Battle of Ascalon,"Raymond IV, Count of Toulouse",L,"Decisive Crusader victory[1]

Fatimid army retreats back to Egypt
End of the First Crusade",V
Battle of Ascalon,Robert Curthose,L,"Decisive Crusader victory[1]

Fatimid army retreats back to Egypt
End of the First Crusade",V
Battle of Ascalon,"Robert II, Count of Flanders",L,"Decisive Crusader victory[1]

Fatimid army retreats back to Egypt
End of the First Crusade",V
Battle of Ascalon,"Tancred, Prince of Galilee",L,"Decisive Crusader victory[1]

Fatimid army retreats back to Egypt
End of the First Crusade",V
Battle of Ascalon,Al-Afdal Shahanshah,R,"Decisive Crusader victory[1]

Fatimid army retreats back to Egypt
End of the First Crusade",D
Battle of Ramla (1101),Baldwin I of Jerusalem,L,Crusader victory,V
Battle of Ramla (1101),Saad el-Dawleh,R,Crusader victory,D
Battle of Ramla (1102),Baldwin I of Jerusalem,L,Egyptian victory,D
Battle of Ramla (1102),Al-Afdal Shahanshah,R,Egyptian victory,V
Battle of Harran,Baldwin II of Jerusalem,L,Decisive Seljuk victory[1],D
Battle of Harran,Bohemond I of Antioch,L,Decisive Seljuk victory[1],D
Battle of Harran,"Tancred, Prince of Galilee",L,Decisive Seljuk victory[1],D
Battle of Harran,"Joscelin I, Count of Edessa",L,Decisive Seljuk victory[1],D
Battle of Harran,Mosul,R,Decisive Seljuk victory[1],V
Battle of Harran,Sökmen (Artuqid),R,Decisive Seljuk victory[1],V
Battle of Artah,"Tancred, Prince of Galilee",L,Crusader victory,V
Battle of Artah,Fakhr al-Mulk Radwan,R,Crusader victory,D
Battle of Ramla (1105),Baldwin I of Jerusalem,L,Crusader victory,V
Battle of Ramla (1105),Al-Afdal Shahanshah,R,Crusader victory,D
Battle of Ramla (1105),Toghtekin,R,Crusader victory,D
Battle of Tinchebray,"William, Count of Mortain",L,Victory for Henry I of England,D
Battle of Tinchebray,"Robert of Bellême, 3rd Earl of Shrewsbury",L,Victory for Henry I of England,D
Battle of Tinchebray,"Robert de Beaumont, 1st Earl of Leicester",R,Victory for Henry I of England,V
Battle of Tinchebray,"William de Warenne, 2nd Earl of Surrey",R,Victory for Henry I of England,V
Battle of Tinchebray,"Elias I, Count of Maine",R,Victory for Henry I of England,V
Battle of Tinchebray,"Alan IV, Duke of Brittany",R,Victory for Henry I of England,V
Battle of Tinchebray,"William, Count of Évreux",R,Victory for Henry I of England,V
Battle of Tinchebray,Raoul II of Tosny,R,Victory for Henry I of England,V
Battle of Tinchebray,Hugh de Grandmesnil,R,Victory for Henry I of England,V
Battle of Uclés (1108),Abu Tahir Tamim ibn Yusuf,L,"Decisive Almoravid victory
Almoravid retake Cuenca, Huete, Ocaña and Uclés",V
Battle of Uclés (1108),Muhammad ibn Aysa,L,"Decisive Almoravid victory
Almoravid retake Cuenca, Huete, Ocaña and Uclés",V
Battle of Uclés (1108),Abdallah ibn Fatima,L,"Decisive Almoravid victory
Almoravid retake Cuenca, Huete, Ocaña and Uclés",V
Battle of Uclés (1108),Muhammad ibn Abi Ranq,L,"Decisive Almoravid victory
Almoravid retake Cuenca, Huete, Ocaña and Uclés",V
Battle of Uclés (1108),Sancho Alfónsez,R,"Decisive Almoravid victory
Almoravid retake Cuenca, Huete, Ocaña and Uclés",D
Battle of Uclés (1108),García Ordóñez,R,"Decisive Almoravid victory
Almoravid retake Cuenca, Huete, Ocaña and Uclés",D
Battle of Uclés (1108),Álvar Fáñez,R,"Decisive Almoravid victory
Almoravid retake Cuenca, Huete, Ocaña and Uclés",D
Battle of Uclés (1108),Martín Flaínez,R,"Decisive Almoravid victory
Almoravid retake Cuenca, Huete, Ocaña and Uclés",D
Battle of Uclés (1108),Fernando Díaz,R,"Decisive Almoravid victory
Almoravid retake Cuenca, Huete, Ocaña and Uclés",D
Battle of Głogów,Bolesław III Wrymouth,L,Polish victory,V
Battle of Głogów,"Henry V, Holy Roman Emperor",R,Polish victory,D
Battle of Głogów,"Svatopluk, Duke of Bohemia",R,Polish victory,D
Battle of Shaizar (1111),Baldwin I of Jerusalem,L,,I
Battle of Shaizar (1111),"Tancred, Prince of Galilee",L,,I
Battle of Shaizar (1111),"Bertrand, Count of Toulouse",L,,I
Battle of Shaizar (1111),Baldwin II of Jerusalem,L,,I
Battle of Shaizar (1111),Mawdud,R,,I
Battle of Shaizar (1111),Toghtekin,R,,I
Battle of Shaizar (1111),Sökmen,R,,I
Battle of Shaizar (1111),Bursuq bin Bursuq,R,,I
Battle of Al-Sannabra,Baldwin I of Jerusalem,L,Seljuk victory,D
Battle of Al-Sannabra,Mawdud,R,Seljuk victory,V
Battle of Al-Sannabra,Toghtekin,R,Seljuk victory,V
Battle of Sarmin,Roger of Salerno,L,Crusader victory,V
Battle of Sarmin,Baldwin II of Jerusalem,L,Crusader victory,V
Battle of Sarmin,Bursuq bin Bursuq,R,Crusader victory,D
Battle of Ager Sanguinis,Roger of Salerno,L,Artuqid victory,D
Battle of Ager Sanguinis,Ilghazi,R,Artuqid victory,V
Battle of Didgori,Ilghazi,L,Decisive Georgian victory,D
Battle of Didgori,Mazyadid dynasty,L,Decisive Georgian victory,D
Battle of Didgori,David IV of Georgia,R,Decisive Georgian victory,V
Battle of Didgori,Demetrius I of Georgia,R,Decisive Georgian victory,V
Battle of Beroia,John II Komnenos,L,Decisive Byzantine victory,V
Battle of Azaz (1125),Baldwin II of Jerusalem,L,Crusader victory,V
Battle of Azaz (1125),"Leo I, Prince of Armenia",L,Crusader victory,V
Battle of Azaz (1125),"Joscelin I, Count of Edessa",L,Crusader victory,V
Battle of Azaz (1125),"Pons, Count of Tripoli",L,Crusader victory,V
Battle of Azaz (1125),Toghtekin,R,Crusader victory,D
Battle of Marj al-Saffar (1126),Baldwin II of Jerusalem,L,Crusader tactical success[1],V
Battle of Marj al-Saffar (1126),Toghtekin,R,Crusader tactical success[1],D
Battle of Nocera,Roger II of Sicily,L,Defeat of Roger II of Sicily,D
Battle of Nocera,Ranulf II of Alife,R,Defeat of Roger II of Sicily,V
Battle of Nocera,Robert II of Capua,R,Defeat of Roger II of Sicily,V
Battle of Crug Mawr,Owain Gwynedd,L,Decisive Welsh victory,V
Battle of Crug Mawr,Cadwaladr ap Gruffydd,L,Decisive Welsh victory,V
Battle of Crug Mawr,Gruffydd ap Rhys,L,Decisive Welsh victory,V
Battle of Crug Mawr,Robert fitz Martin,R,Decisive Welsh victory,D
Battle of Crug Mawr,"Maurice FitzGerald, Lord of Lanstephan",R,Decisive Welsh victory,D
Battle of the Standard,"William le Gros, 1st Earl of Albemarle",L,English victory,V
Battle of the Standard,David I of Scotland,R,English victory,D
Siege of Edessa,Hugh (archbishop of Edessa),L,Decisive Zengid Turks victory,D
Siege of Edessa,Imad ad-Din Zengi,R,Decisive Zengid Turks victory,V
Siege of Edessa,Mosul,R,Decisive Zengid Turks victory,V
Siege of Edessa,Aleppo,R,Decisive Zengid Turks victory,V
Siege of Lisbon,Afonso I of Portugal,L,Decisive Portuguese-Crusader victory,V
Siege of Lisbon,Hervey de Glanvill,L,Decisive Portuguese-Crusader victory,V
Siege of Lisbon,"Arnout IV, Count of Aarschot",L,Decisive Portuguese-Crusader victory,V
Siege of Lisbon,Christian of Ghistelles,L,Decisive Portuguese-Crusader victory,V
Siege of Lisbon,Simon of Dover,L,Decisive Portuguese-Crusader victory,V
Siege of Lisbon,Saher of Archelle,L,Decisive Portuguese-Crusader victory,V
Battle of Constantinople (1147),Manuel I Komnenos,L,Byzantine victory,V
Battle of Constantinople (1147),Conrad III of Germany,R,Byzantine victory,D
Battle of Dorylaeum (1147),Conrad III of Germany,L,Seljuk victory,D
Battle of Dorylaeum (1147),Mesud I,R,Seljuk victory,V
Siege of Damascus (1148),Baldwin III of Jerusalem,L,"Muslim victory

Crusader withdrawal
Damascus acquired by Nur ad-Din Zangi.",D
Siege of Damascus (1148),Conrad III of Germany,L,"Muslim victory

Crusader withdrawal
Damascus acquired by Nur ad-Din Zangi.",D
Siege of Damascus (1148),Louis VII of France,L,"Muslim victory

Crusader withdrawal
Damascus acquired by Nur ad-Din Zangi.",D
Siege of Damascus (1148),"Thierry, Count of Flanders",L,"Muslim victory

Crusader withdrawal
Damascus acquired by Nur ad-Din Zangi.",D
Siege of Damascus (1148),Mu'in ad-Din Unur,R,"Muslim victory

Crusader withdrawal
Damascus acquired by Nur ad-Din Zangi.",V
Siege of Damascus (1148),Saif ad-Din Ghazi I,R,"Muslim victory

Crusader withdrawal
Damascus acquired by Nur ad-Din Zangi.",V
Siege of Damascus (1148),"Nur ad-Din, atabeg of Aleppo",R,"Muslim victory

Crusader withdrawal
Damascus acquired by Nur ad-Din Zangi.",V
Battle of Inab,Raymond of Poitiers,L,Zengid victory,D
Battle of Inab,"Nur ad-Din, atabeg of Aleppo",R,Zengid victory,V
Battle of Inab,Mu'in ad-Din Unur,R,Zengid victory,V
Battle of Harim,"Nur ad-Din, atabeg of Aleppo",L,Zengid victory,V
Battle of Harim,Qutb ad-Din Mawdud,L,Zengid victory,V
Battle of Harim,"Raymond III, Count of Tripoli",R,Zengid victory,D
Battle of Harim,Bohemond III of Antioch,R,Zengid victory,D
Battle of Harim,Constantine Kalamanos,R,Zengid victory,D
Battle of Harim,"Thoros II, Prince of Armenia",R,Zengid victory,D
Battle of Harim,Hugh VIII of Lusignan,R,Zengid victory,D
Battle of Harim,"Joscelin III, Count of Edessa",R,Zengid victory,D
Battle of Sirmium,Andronikos Kontostephanos,L,Decisive Byzantine victory,V
Battle of Sirmium,"Denis, Palatine of Hungary",R,Decisive Byzantine victory,D
Battle of Sirmium,"Bač, Serbia",R,Decisive Byzantine victory,D
Battle of al-Babein,Amalric of Jerusalem,L,tactical draw,I
Battle of al-Babein,Shirkuh,R,tactical draw,I
Battle of al-Babein,Saladin,R,tactical draw,I
Battle of Alnwick (1174),William the Lion,L,"Capture of William the Lion, leads to Treaty of Falaise",D
Battle of Alnwick (1174),Ranulf de Glanvill,R,"Capture of William the Lion, leads to Treaty of Falaise",V
Battle of Legnano,"Frederick I, Holy Roman Emperor",L,"Decisive Lombard League victory[1]
Treaty of Venice",D
Battle of Legnano,Guido da Landriano,R,"Decisive Lombard League victory[1]
Treaty of Venice",V
Battle of Myriokephalon,Manuel I Komnenos,L,"Seljuk Strategic victory
Military balance maintained[2]",D
Battle of Myriokephalon,Andronikos Kontostephanos,L,"Seljuk Strategic victory
Military balance maintained[2]",D
Battle of Myriokephalon,Baldwin of Antioch,L,"Seljuk Strategic victory
Military balance maintained[2]",D
Battle of Myriokephalon,John Kantakouzenos (sebastos),L,"Seljuk Strategic victory
Military balance maintained[2]",D
Battle of Myriokephalon,Andronikos Lapardas,L,"Seljuk Strategic victory
Military balance maintained[2]",D
Battle of Myriokephalon,Theodore Mavrozomes,L,"Seljuk Strategic victory
Military balance maintained[2]",D
Battle of Myriokephalon,Constantine Makrodoukas,L,"Seljuk Strategic victory
Military balance maintained[2]",D
Battle of Myriokephalon,Ampud,L,"Seljuk Strategic victory
Military balance maintained[2]",D
Battle of Myriokephalon,Leustach Rátót,L,"Seljuk Strategic victory
Military balance maintained[2]",D
Battle of Myriokephalon,Kilij Arslan II,R,"Seljuk Strategic victory
Military balance maintained[2]",V
Battle of Montgisard,Baldwin IV of Jerusalem,L,Crusader victory,V
Battle of Montgisard,Odo de St Amand,L,Crusader victory,V
Battle of Montgisard,Raynald of Châtillon,L,Crusader victory,V
Battle of Montgisard,Saladin,R,Crusader victory,D
Battle of Jacob's Ford,Baldwin IV of Jerusalem,L,Ayyubid victory,D
Battle of Jacob's Ford,Saladin,R,Ayyubid victory,V
Siege of Nara,Taira no Shigehira,L,Taira victory; much of city destroyed,V
Siege of Nara,Taira no Tomomori,L,Taira victory; much of city destroyed,V
Battle of Ishibashiyama,Minamoto no Yoritomo,L,Taira victory,V
Battle of Ishibashiyama,Ōba Kagechika,R,Taira victory,D
Battle of Fujigawa,Minamoto no Yoritomo,L,Minamoto victory,V
Battle of Fujigawa,Taira no Koremori,R,Minamoto victory,D
Battle of Belvoir Castle (1182),Baldwin IV of Jerusalem,L,"Tactical draw
Strategic Crusader victory",I
Battle of Belvoir Castle (1182),Baldwin of Ibelin,L,"Tactical draw
Strategic Crusader victory",I
Battle of Belvoir Castle (1182),Balian of Ibelin,L,"Tactical draw
Strategic Crusader victory",I
Battle of Belvoir Castle (1182),Hugh II of Saint Omer,L,"Tactical draw
Strategic Crusader victory",I
Battle of Belvoir Castle (1182),Saladin,R,"Tactical draw
Strategic Crusader victory",I
Battle of Belvoir Castle (1182),Gökböri,R,"Tactical draw
Strategic Crusader victory",I
Battle of Al-Fule (1183),Guy of Lusignan,L,Indecisive,I
Battle of Al-Fule (1183),Saladin,R,Indecisive,I
Battle of Kurikara,Minamoto no Yoshinaka,L,Minamoto victory; turning point in the war,V
Battle of Kurikara,Minamoto no Yukiie,L,Minamoto victory; turning point in the war,V
Battle of Kurikara,Taira no Koremori,R,Minamoto victory; turning point in the war,D
Siege of Kerak,Raynald of Châtillon,L,"Tactical Ayyubid withdrawal
Strategic Crusader victory",I
Siege of Kerak,Baldwin IV of Jerusalem,L,"Tactical Ayyubid withdrawal
Strategic Crusader victory",I
Siege of Kerak,Saladin,R,"Tactical Ayyubid withdrawal
Strategic Crusader victory",I
Siege of Kerak,Al-Adil I,R,"Tactical Ayyubid withdrawal
Strategic Crusader victory",I
Siege of Kerak,Al-Muzaffar Umar,R,"Tactical Ayyubid withdrawal
Strategic Crusader victory",I
Battle of Ichi-no-Tani,Minamoto no Yoshitsune,L,Minamoto victory,V
Battle of Ichi-no-Tani,Minamoto no Noriyori,L,Minamoto victory,V
Battle of Ichi-no-Tani,Taira no Tadanori,R,Minamoto victory,D
Battle of Ichi-no-Tani,Taira no Shigehira,R,Minamoto victory,D
Battle of Ichi-no-Tani,Taira no Noritsune,R,Minamoto victory,D
Battle of Ichi-no-Tani,Capital punishment,R,Minamoto victory,D
Battle of Yashima,Minamoto no Yoshitsune,L,Minamoto victory,V
Battle of Yashima,Taira no Munemori,R,Minamoto victory,D
Battle of Yashima,Taira no Noritsune,R,Minamoto victory,D
Battle of Dan-no-ura,Minamoto no Yoshitsune,L,"Decisive Minamoto victory, destruction of Taira clan",V
Battle of Dan-no-ura,Taira no Munemori,R,"Decisive Minamoto victory, destruction of Taira clan",D
Battle of Dan-no-ura,Taira no Tomomori,R,"Decisive Minamoto victory, destruction of Taira clan",D
Battle of Cresson,Gerard de Ridefort,L,Ayyubid victory,D
Battle of Cresson,Roger de Moulins,L,Ayyubid victory,D
Battle of Cresson,Gökböri,R,Ayyubid victory,V
Battle of Hattin,Guy of Lusignan,L,Decisive Ayyubid victory,D
Battle of Hattin,"Raymond III, Count of Tripoli",L,Decisive Ayyubid victory,D
Battle of Hattin,Balian of Ibelin,L,Decisive Ayyubid victory,D
Battle of Hattin,Gerard de Ridefort,L,Decisive Ayyubid victory,D
Battle of Hattin,Garnier de Nablus,L,Decisive Ayyubid victory,D
Battle of Hattin,Raynald of Châtillon,L,Decisive Ayyubid victory,D
Battle of Hattin,Capital punishment,L,Decisive Ayyubid victory,D
Battle of Hattin,Humphrey IV of Toron,L,Decisive Ayyubid victory,D
Battle of Hattin,Aimery of Cyprus,L,Decisive Ayyubid victory,D
Battle of Hattin,Reginald of Sidon,L,Decisive Ayyubid victory,D
Battle of Hattin,"Joscelin III, Count of Edessa",L,Decisive Ayyubid victory,D
Battle of Hattin,Saladin,R,Decisive Ayyubid victory,V
Battle of Hattin,Gökböri,R,Decisive Ayyubid victory,V
Battle of Hattin,Al-Muzaffar Umar,R,Decisive Ayyubid victory,V
Battle of Hattin,Al-Adil I,R,Decisive Ayyubid victory,V
Battle of Hattin,Al-Afdal ibn Salah ad-Din,R,Decisive Ayyubid victory,V
Siege of Jerusalem (1187),Balian of Ibelin,L,"Decisive Ayyubid victory

Jerusalem surrendered by Balian of Ibelin to Saladin
Fall of the First Kingdom of Jerusalem",D
Siege of Jerusalem (1187),Patriarch Heraclius of Jerusalem,L,"Decisive Ayyubid victory

Jerusalem surrendered by Balian of Ibelin to Saladin
Fall of the First Kingdom of Jerusalem",D
Siege of Jerusalem (1187),Saladin,R,"Decisive Ayyubid victory

Jerusalem surrendered by Balian of Ibelin to Saladin
Fall of the First Kingdom of Jerusalem",V
Siege of Acre (1189–1191),Richard I of England,L,Crusader Victory,V
Siege of Acre (1189–1191),Philip II of France,L,Crusader Victory,V
Siege of Acre (1189–1191),Guy of Lusignan,L,Crusader Victory,V
Siege of Acre (1189–1191),Gerard de Ridefort,L,Crusader Victory,V
Siege of Acre (1189–1191),Robert IV of Sablé,L,Crusader Victory,V
Siege of Acre (1189–1191),"Frederick VI, Duke of Swabia",L,Crusader Victory,V
Siege of Acre (1189–1191),"Leo I, King of Armenia",L,Crusader Victory,V
Siege of Acre (1189–1191),"Leopold V, Duke of Austria",L,Crusader Victory,V
Siege of Acre (1189–1191),Děpolt II,L,Crusader Victory,V
Siege of Acre (1189–1191),Saladin,R,Crusader Victory,D
Siege of Acre (1189–1191),Al-Adil I,R,Crusader Victory,D
Battle of Iconium (1190),"Frederick I, Holy Roman Emperor",L,"Decisive Crusader Victory[1][2]

Main Seljuk army routed
Sultanate of Rûm's capital city sacked; Crusaders take a massive amount of loot
Qutb al-Din replaced by his father, who agrees to let the Germans pass through and sends them hostages",V
Battle of Iconium (1190),"Frederick VI, Duke of Swabia",L,"Decisive Crusader Victory[1][2]

Main Seljuk army routed
Sultanate of Rûm's capital city sacked; Crusaders take a massive amount of loot
Qutb al-Din replaced by his father, who agrees to let the Germans pass through and sends them hostages",V
Battle of Iconium (1190),"Géza, son of Géza II of Hungary",L,"Decisive Crusader Victory[1][2]

Main Seljuk army routed
Sultanate of Rûm's capital city sacked; Crusaders take a massive amount of loot
Qutb al-Din replaced by his father, who agrees to let the Germans pass through and sends them hostages",V
Battle of Iconium (1190),Děpolt II,L,"Decisive Crusader Victory[1][2]

Main Seljuk army routed
Sultanate of Rûm's capital city sacked; Crusaders take a massive amount of loot
Qutb al-Din replaced by his father, who agrees to let the Germans pass through and sends them hostages",V
Battle of Arsuf,Richard I of England,L,Decisive Crusader victory[1],V
Battle of Arsuf,"Hugh III, Duke of Burgundy",L,Decisive Crusader victory[1],V
Battle of Arsuf,Guy of Lusignan,L,Decisive Crusader victory[1],V
Battle of Arsuf,Garnier de Nablus,L,Decisive Crusader victory[1],V
Battle of Arsuf,Robert IV of Sablé,L,Decisive Crusader victory[1],V
Battle of Arsuf,James of Avesnes,L,Decisive Crusader victory[1],V
Battle of Arsuf,Saladin,R,Decisive Crusader victory[1],D
Battle of Arsuf,Al-Adil I,R,Decisive Crusader victory[1],D
Battle of Arsuf,Al-Afdal ibn Salah ad-Din,R,Decisive Crusader victory[1],D
Battle of Arsuf,Al-Muzaffar Umar,R,Decisive Crusader victory[1],D
Battle of Jaffa (1192),Richard I of England,L,Crusader victory,V
Battle of Jaffa (1192),Saladin,R,Crusader victory,D
Battle of Alarcos,Alfonso VIII of Castile,L,Decisive Almohad victory[1],D
Battle of Alarcos,Diego López II de Haro,L,Decisive Almohad victory[1],D
Battle of Alarcos,Abu Yusuf Yaqub al-Mansur,R,Decisive Almohad victory[1],V
Battle of Alarcos,Pedro Fernández de Castro (died 1214),R,Decisive Almohad victory[1],V
Battle of Gisors,Richard I of England,L,Truce,I
Battle of Gisors,Philip II of France,R,Truce,I
Battle of Basian,David Soslan,L,Decisive Georgian victory,V
Battle of Basian,Zakarids-Mkhargrzeli,L,Decisive Georgian victory,V
Battle of Basian,Shalva of Akhaltsikhe,L,Decisive Georgian victory,V
Battle of Basian,Suleiman II (Rûm),R,Decisive Georgian victory,D
Battle of Adrianople (1205),Tsar,L,Decisive Bulgarian victory and capture of the Latin Emperor Baldwin I,V
Battle of Adrianople (1205),Kaloyan of Bulgaria,L,Decisive Bulgarian victory and capture of the Latin Emperor Baldwin I,V
Battle of Adrianople (1205),"Baldwin I, Latin Emperor",R,Decisive Bulgarian victory and capture of the Latin Emperor Baldwin I,D
Battle of Lena,Sverker II of Sweden,L,Swedish victory,D
Battle of Lena,Eric X of Sweden,R,Swedish victory,V
Battle of Ümera,Caupo of Turaida,L,Estonian victory,D
Battle of the Rhyndacus (1211),Theodore I Laskaris,L,"Latin victory, Treaty of Nymphaeum",D
Battle of the Rhyndacus (1211),Henry of Flanders,R,"Latin victory, Treaty of Nymphaeum",V
"Battle of Viljandi, 1211",Caupo of Turaida,L,Livonian Victory,V
"Battle of Viljandi, 1211",Rūsiņš,L,Livonian Victory,V
"Battle of Viljandi, 1211",Lembitu,R,Livonian Victory,D
Battle of Las Navas de Tolosa,Alfonso VIII of Castile,L,Decisive Christian victory[1],V
Battle of Las Navas de Tolosa,Rodrigo Jiménez de Rada,L,Decisive Christian victory[1],V
Battle of Las Navas de Tolosa,Sancho VII of Navarre,L,Decisive Christian victory[1],V
Battle of Las Navas de Tolosa,Peter II of Aragon,L,Decisive Christian victory[1],V
Battle of Las Navas de Tolosa,Muhammad al-Nasir,R,Decisive Christian victory[1],D
Battle of Damme,Philip II of France,L,English victory,D
Battle of Damme,"William Longespée, 3rd Earl of Salisbury",R,English victory,V
Battle of Muret,"Simon de Montfort, 5th Earl of Leicester",L,Decisive French-Crusader victory,V
Battle of Muret,Bouchard de Marly,L,Decisive French-Crusader victory,V
Battle of Muret,Guillaume des Barres,L,Decisive French-Crusader victory,V
Battle of Muret,Guillaume de Contres,L,Decisive French-Crusader victory,V
Battle of Muret,Peter II of Aragon,R,Decisive French-Crusader victory,D
Battle of Muret,"Raymond VI, Count of Toulouse",R,Decisive French-Crusader victory,D
Battle of Muret,"Raymond-Roger, Count of Foix",R,Decisive French-Crusader victory,D
Battle of Bouvines,Philip II of France,L,Decisive French victory[1],V
Battle of Bouvines,"Robert II, Count of Dreux",L,Decisive French victory[1],V
Battle of Bouvines,Philip of Dreux,L,Decisive French victory[1],V
Battle of Bouvines,"Odo III, Duke of Burgundy",L,Decisive French victory[1],V
Battle of Bouvines,"William IV, Count of Ponthieu",L,Decisive French victory[1],V
Battle of Bouvines,"Otto IV, Holy Roman Emperor",R,Decisive French victory[1],D
Battle of Bouvines,"William Longespée, 3rd Earl of Salisbury",R,Decisive French victory[1],D
Battle of Bouvines,"Renaud I, Count of Dammartin",R,Decisive French victory[1],D
Battle of Bouvines,"Ferdinand, Count of Flanders",R,Decisive French victory[1],D
Battle of Bouvines,"Theobald I, Duke of Lorraine",R,Decisive French victory[1],D
Battle of Bouvines,"Henry I, Duke of Brabant",R,Decisive French victory[1],D
Battle of Zhongdu,Genghis Khan,L,Mongol victory,V
Battle of Zhongdu,Emperor Xuanzong of Jin,R,Mongol victory,D
Battle of South Foreland,"Hubert de Burgh, 1st Earl of Kent",L,English victory,V
Battle of South Foreland,Philip d'Aubigny,L,English victory,V
Battle of South Foreland,"Robert I, Latin Emperor",R,English victory,D
Battle of South Foreland,Eustace the Monk,R,English victory,D
"Battle of Otepää, 1217",Volkwin,L,Crusaders were forced to leave Otepää,D
"Battle of Otepää, 1217",Wladimir (Prince of Pskow),R,Crusaders were forced to leave Otepää,V
Battle of St. Matthew's Day,Lembitu,L,Livonian victory,D
Battle of St. Matthew's Day,Volkwin,R,Livonian victory,V
Battle of St. Matthew's Day,Caupo of Turaida,R,Livonian victory,V
Battle of St. Matthew's Day,"Bernard II, Lord of Lippe",R,Livonian victory,V
Battle of Lyndanisse,Valdemar II of Denmark,R,Danish victory; Dannebrog adopted as the national flag of Denmark,V
Battle of Lyndanisse,"Vitslav I, Prince of Rügen",R,Danish victory; Dannebrog adopted as the national flag of Denmark,V
Battle of Lyndanisse,Theoderich von Treyden,R,Danish victory; Dannebrog adopted as the national flag of Denmark,V
Battle of Lihula,Swedish jarls,R,Estonian victory,D
Battle of Lihula,Charles the Deaf,R,Estonian victory,D
Battle of Kalka River,Jebe,L,Decisive Mongol victory,V
Battle of Kalka River,Subutai,L,Decisive Mongol victory,V
Battle of Kalka River,Mstislav Mstislavich,R,Decisive Mongol victory,D
Battle of Kalka River,Mstislav III of Kiev,R,Decisive Mongol victory,D
Battle of Kalka River,Capital punishment,R,Decisive Mongol victory,D
Battle of Kalka River,Daniel of Galicia,R,Decisive Mongol victory,D
Battle of Kalka River,Mstislav II Svyatoslavich,R,Decisive Mongol victory,D
Battle of Kalka River,Köten,R,Decisive Mongol victory,D
Battle of Klokotnitsa,Ivan Asen II of Bulgaria,L,Decisive Bulgarian victory,V
Battle of Klokotnitsa,Theodore Komnenos Doukas,R,Decisive Bulgarian victory,D
Battle of Yassıçemen,Kayqubad I,L,Decisive Seljuk and Ayyubid victory,V
Battle of Yassıçemen,"Al-Ashraf Musa, Emir of Damascus",L,Decisive Seljuk and Ayyubid victory,V
Battle of Yassıçemen,Jalal ad-Din Mingburnu,R,Decisive Seljuk and Ayyubid victory,D
Battle of Jerez,Álvaro Pérez de Castro,L,Castilian Victory,V
Battle of Jerez,Infante,L,Castilian Victory,V
Battle of Jerez,Ibn Hud,R,Castilian Victory,D
Battle of Saule,Volkwin,L,Decisive Samogitian victory,D
Battle of Saule,Vykintas,R,Decisive Samogitian victory,V
Battle of Cortenuova,"Frederick II, Holy Roman Emperor",L,Decisive Imperial victory,V
Battle of Cortenuova,Pietro Tiepolo,R,Decisive Imperial victory,D
Battle of Cortenuova,Roman Catholic Archdiocese of Milan,R,Decisive Imperial victory,D
Battle of Legnica,Baidar,L,Decisive Mongol victory,V
Battle of Legnica,Kadan,L,Decisive Mongol victory,V
Battle of Legnica,Orda Khan,L,Decisive Mongol victory,V
Battle of Legnica,Henry II the Pious,R,Decisive Mongol victory,D
Battle of Legnica,Mieszko II the Fat,R,Decisive Mongol victory,D
Battle of Mohi,Béla IV of Hungary,L,Decisive Mongol victory,D
Battle of Mohi,Coloman of Galicia,L,Decisive Mongol victory,D
Battle of Mohi,Ugrin Csák (bishop),L,Decisive Mongol victory,D
Battle of Mohi,Matthias Rátót,L,Decisive Mongol victory,D
Battle of Mohi,"Frederick II, Duke of Austria",L,Decisive Mongol victory,D
Battle of Mohi,Batu Khan,R,Decisive Mongol victory,V
Battle of Mohi,Subutai,R,Decisive Mongol victory,V
Battle of Mohi,Shiban,R,Decisive Mongol victory,V
Battle of Mohi,Berke,R,Decisive Mongol victory,V
Battle of Mohi,Boroldai,R,Decisive Mongol victory,V
Battle on Lake Peipus,Alexander Nevsky,L,"Decisive Novgorodian victory

Teutonic order dropped all territorial claims over Russian lands",V
Battle on Lake Peipus,Andrey II of Vladimir,L,"Decisive Novgorodian victory

Teutonic order dropped all territorial claims over Russian lands",V
Battle on Lake Peipus,Hermann of Dorpat,R,"Decisive Novgorodian victory

Teutonic order dropped all territorial claims over Russian lands",D
Battle of Taillebourg,Louis IX of France,L,Decisive Franco-Poitevin victory,V
