,Battle,Date,Location,Result,belligerent,inflicted,opp,own,pos,taken
3096,"Battle_of_Fort_Wagner,_Morris_Island","July 18, 1863","Morris Island, South Carolina
32°43′48″N 79°52′16″W﻿ / ﻿32.73000°N 79.87111°W﻿ / 32.73000; -79.87111Coordinates: 32°43′48″N 79°52′16″W﻿ / ﻿32.73000°N 79.87111°W﻿ / 32.73000; -79.87111",Confederate victory[1],P. G. T. Beauregard,"1,515 total
(246 killed;
880 wounded;
389 missing/captured)[3]","5,000 troops
6 Ironclads","1,800 troops",R,"174 total
(36 killed;
133 wounded;
5 missing/captured)[3]"
3097,"Battle_of_Fort_Wagner,_Morris_Island","July 18, 1863","Morris Island, South Carolina
32°43′48″N 79°52′16″W﻿ / ﻿32.73000°N 79.87111°W﻿ / 32.73000; -79.87111Coordinates: 32°43′48″N 79°52′16″W﻿ / ﻿32.73000°N 79.87111°W﻿ / 32.73000; -79.87111",Confederate victory[1],William B. Taliaferro,"1,515 total
(246 killed;
880 wounded;
389 missing/captured)[3]","5,000 troops
6 Ironclads","1,800 troops",R,"174 total
(36 killed;
133 wounded;
5 missing/captured)[3]"
3098,Battle_of_Manassas_Gap,"July 23, 1863 (1863-07-23)","Warren County, Virginia",Inconclusive,William H. French,440[1],Divisions,Divisions,L,440[1]
3099,Battle_of_Manassas_Gap,"July 23, 1863 (1863-07-23)","Warren County, Virginia",Inconclusive,Richard H. Anderson,440[1],Divisions,Divisions,R,440[1]
3100,Battle_of_Big_Mound,"July 24, 1863","Dakota Territory
Present-day Kidder County, North Dakota",U.S. victory,Henry Hastings Sibley,"uncertain, 9 or more killed[1]","1,000-1,500","2,056 soldiers
60 mixed-blood and Sioux scouts",L,"3 killed, 4 wounded"
3101,Battle_of_Big_Mound,"July 24, 1863","Dakota Territory
Present-day Kidder County, North Dakota",U.S. victory,Inkpaduta,"3 killed, 4 wounded","2,056 soldiers
60 mixed-blood and Sioux scouts","1,000-1,500",R,"uncertain, 9 or more killed[1]"
3102,Battle_of_Dead_Buffalo_Lake,"July 26, 1863 (1863-07-26)","Dakota Territory
Present-day Kidder County, North Dakota",United States victory,Henry Hastings Sibley,15 dead (estimated),"1,600","2,056",L,1 dead
3103,Battle_of_Dead_Buffalo_Lake,"July 26, 1863 (1863-07-26)","Dakota Territory
Present-day Kidder County, North Dakota",United States victory,Inkpaduta,1 dead,"2,056","1,600",R,15 dead (estimated)
3104,Battle_of_Dead_Buffalo_Lake,"July 26, 1863 (1863-07-26)","Dakota Territory
Present-day Kidder County, North Dakota",United States victory,Sitting Bull,1 dead,"2,056","1,600",R,15 dead (estimated)
3105,Battle_of_Dead_Buffalo_Lake,"July 26, 1863 (1863-07-26)","Dakota Territory
Present-day Kidder County, North Dakota",United States victory,Gall,1 dead,"2,056","1,600",R,15 dead (estimated)
3106,Battle_of_Salineville,"July 26, 1863 (1863-07-26)","Carroll County, Ohio",Union victory,James M. Shackelford,364 [2],800 [1],"2,600 [1]",L,0 [2]
3107,Battle_of_Salineville,"July 26, 1863 (1863-07-26)","Carroll County, Ohio",Union victory,John Hunt Morgan,0 [2],"2,600 [1]",800 [1],R,364 [2]
3108,Battle_of_Stony_Lake,"July 28, 1863 (1863-07-28)","Dakota Territory
Present-day Burleigh County, North Dakota",United States victory,Henry Hastings Sibley,at least 3,"1,600 to 2,500","2,056",L,2 dead
3109,Battle_of_Stony_Lake,"July 28, 1863 (1863-07-28)","Dakota Territory
Present-day Burleigh County, North Dakota",United States victory,Inkpaduta,2 dead,"2,056","1,600 to 2,500",R,at least 3
3110,Second_Battle_of_Fort_Sumter,"September 7, 1863 (1863-09-07) – September 8, 1863 (1863-09-08)","Charleston, South Carolina",Confederate victory,Quincy Adams Gillmore,9 killed,320,413 [1],L,117 [1]
3111,Second_Battle_of_Fort_Sumter,"September 7, 1863 (1863-09-07) – September 8, 1863 (1863-09-08)","Charleston, South Carolina",Confederate victory,P. G. T. Beauregard,117 [1],413 [1],320,R,9 killed
3112,Battle_of_Lawrence,"August 21, 1863","Douglas County, Kansas",Confederate victory,William Quantrill,164 civilians,0,300–400,R,40
3113,Battle_of_Devil's_Backbone,"September 1, 1863 (1863-09-01)","Sebastian County, Arkansas",Union victory,William F. Cloud,65,"1,250","1,500",L,16
3114,Battle_of_Devil's_Backbone,"September 1, 1863 (1863-09-01)","Sebastian County, Arkansas",Union victory,James G. Blunt,65,"1,250","1,500",L,16
3115,Battle_of_Devil's_Backbone,"September 1, 1863 (1863-09-01)","Sebastian County, Arkansas",Union victory,William Lewis Cabell,16,"1,500","1,250",R,65
3116,Battle_of_Whitestone_Hill,"September 3, 1863 (1863-09-03)–September 5, 1863 (1863-09-05)","Dakota Territory
Present-day Dickey County, North Dakota",United States victory,Alfred Sully,"~200 killed and wounded, including women and children
156 prisoners","600 to 1,500 warriors; 2,000 to 3,000 women and children",1200 soldiers; 600 to 700 engaged,L,"22 killed, 38 wounded"
3117,Battle_of_Whitestone_Hill,"September 3, 1863 (1863-09-03)–September 5, 1863 (1863-09-05)","Dakota Territory
Present-day Dickey County, North Dakota",United States victory,Inkpaduta,"22 killed, 38 wounded",1200 soldiers; 600 to 700 engaged,"600 to 1,500 warriors; 2,000 to 3,000 women and children",R,"~200 killed and wounded, including women and children
156 prisoners"
3118,Second_Battle_of_Sabine_Pass,"September 8, 1863 (1863-09-08)","Jefferson County, Texas",Confederate victory,William B.Franklin,none,"36 infantry
6 artillery pieces
1 fort","5,000 infantry
4 gunboats
18 transports",L,"~200 killed wounded or captured
2 gunboats sunk"
3119,Second_Battle_of_Sabine_Pass,"September 8, 1863 (1863-09-08)","Jefferson County, Texas",Confederate victory,Frederick Crocker,none,"36 infantry
6 artillery pieces
1 fort","5,000 infantry
4 gunboats
18 transports",L,"~200 killed wounded or captured
2 gunboats sunk"
3120,Second_Battle_of_Sabine_Pass,"September 8, 1863 (1863-09-08)","Jefferson County, Texas",Confederate victory,Richard W. Dowling,"~200 killed wounded or captured
2 gunboats sunk","5,000 infantry
4 gunboats
18 transports","36 infantry
6 artillery pieces
1 fort",R,none
3121,Battle_of_Bayou_Fourche,"September 10, 1863","Near the Bayou Fourche, Arkansas
(present-day Little Rock, Arkansas)
34°43′19.1″N 92°12′05.4″W﻿ / ﻿34.721972°N 92.201500°W﻿ / 34.721972; -92.201500Coordinates: 34°43′19.1″N 92°12′05.4″W﻿ / ﻿34.721972°N 92.201500°W﻿ / 34.721972; -92.201500",Decisive Union victory,Brigadier general (United States),Probably about the same as Union casualties,"2,500 cavalry,
8 guns","6,000 cavalry,
18 guns",L,"7 dead,
65 wounded or missing"
3122,Battle_of_Bayou_Fourche,"September 10, 1863","Near the Bayou Fourche, Arkansas
(present-day Little Rock, Arkansas)
34°43′19.1″N 92°12′05.4″W﻿ / ﻿34.721972°N 92.201500°W﻿ / 34.721972; -92.201500Coordinates: 34°43′19.1″N 92°12′05.4″W﻿ / ﻿34.721972°N 92.201500°W﻿ / 34.721972; -92.201500",Decisive Union victory,John Davidson (general),Probably about the same as Union casualties,"2,500 cavalry,
8 guns","6,000 cavalry,
18 guns",L,"7 dead,
65 wounded or missing"
3123,Battle_of_Bayou_Fourche,"September 10, 1863","Near the Bayou Fourche, Arkansas
(present-day Little Rock, Arkansas)
34°43′19.1″N 92°12′05.4″W﻿ / ﻿34.721972°N 92.201500°W﻿ / 34.721972; -92.201500Coordinates: 34°43′19.1″N 92°12′05.4″W﻿ / ﻿34.721972°N 92.201500°W﻿ / 34.721972; -92.201500",Decisive Union victory,Brigadier general,"7 dead,
65 wounded or missing","6,000 cavalry,
18 guns","2,500 cavalry,
8 guns",R,Probably about the same as Union casualties
3124,Battle_of_Bayou_Fourche,"September 10, 1863","Near the Bayou Fourche, Arkansas
(present-day Little Rock, Arkansas)
34°43′19.1″N 92°12′05.4″W﻿ / ﻿34.721972°N 92.201500°W﻿ / 34.721972; -92.201500Coordinates: 34°43′19.1″N 92°12′05.4″W﻿ / ﻿34.721972°N 92.201500°W﻿ / 34.721972; -92.201500",Decisive Union victory,John S. Marmaduke,"7 dead,
65 wounded or missing","6,000 cavalry,
18 guns","2,500 cavalry,
8 guns",R,Probably about the same as Union casualties
3125,Battle_of_Bayou_Fourche,"September 10, 1863","Near the Bayou Fourche, Arkansas
(present-day Little Rock, Arkansas)
34°43′19.1″N 92°12′05.4″W﻿ / ﻿34.721972°N 92.201500°W﻿ / 34.721972; -92.201500Coordinates: 34°43′19.1″N 92°12′05.4″W﻿ / ﻿34.721972°N 92.201500°W﻿ / 34.721972; -92.201500",Decisive Union victory,Colonel,"7 dead,
65 wounded or missing","6,000 cavalry,
18 guns","2,500 cavalry,
8 guns",R,Probably about the same as Union casualties
3126,Battle_of_Bayou_Fourche,"September 10, 1863","Near the Bayou Fourche, Arkansas
(present-day Little Rock, Arkansas)
34°43′19.1″N 92°12′05.4″W﻿ / ﻿34.721972°N 92.201500°W﻿ / 34.721972; -92.201500Coordinates: 34°43′19.1″N 92°12′05.4″W﻿ / ﻿34.721972°N 92.201500°W﻿ / 34.721972; -92.201500",Decisive Union victory,Archibald S. Dobbins,"7 dead,
65 wounded or missing","6,000 cavalry,
18 guns","2,500 cavalry,
8 guns",R,Probably about the same as Union casualties
3127,Battle_of_Davis'_Cross_Roads,"September 10, 1863 (1863-09-10)–September 11, 1863 (1863-09-11)","Dade County, Georgia and Walker County, Georgia",Inconclusive[1],James S. Negley,unknown,"12,000","8,000",L,unknown
3128,Battle_of_Davis'_Cross_Roads,"September 10, 1863 (1863-09-10)–September 11, 1863 (1863-09-11)","Dade County, Georgia and Walker County, Georgia",Inconclusive[1],Thomas C. Hindman,unknown,"8,000","12,000",R,unknown
3129,Battle_of_Davis'_Cross_Roads,"September 10, 1863 (1863-09-10)–September 11, 1863 (1863-09-11)","Dade County, Georgia and Walker County, Georgia",Inconclusive[1],John C. Breckinridge,unknown,"8,000","12,000",R,unknown
3130,Battle_of_Chickamauga,"September 18–20, 1863[1][2]","Catoosa County and Walker County, Georgia
34°55′03″N 85°15′38″W﻿ / ﻿34.9176°N 85.2606°W﻿ / 34.9176; -85.2606Coordinates: 34°55′03″N 85°15′38″W﻿ / ﻿34.9176°N 85.2606°W﻿ / 34.9176; -85.2606",Confederate victory[3],William Rosecrans,"18,454[10]
(2,312 killed
 14,674 wounded
 1,468 captured/missing)","∼ 65,000[8]","∼ 60,000[6][7]",L,"16,170[9][10]
(1,657 killed
 9,756 wounded
 4,757 captured/missing)"
3131,Battle_of_Chickamauga,"September 18–20, 1863[1][2]","Catoosa County and Walker County, Georgia
34°55′03″N 85°15′38″W﻿ / ﻿34.9176°N 85.2606°W﻿ / 34.9176; -85.2606Coordinates: 34°55′03″N 85°15′38″W﻿ / ﻿34.9176°N 85.2606°W﻿ / 34.9176; -85.2606",Confederate victory[3],Braxton Bragg,"16,170[9][10]
(1,657 killed
 9,756 wounded
 4,757 captured/missing)","∼ 60,000[6][7]","∼ 65,000[8]",R,"18,454[10]
(2,312 killed
 14,674 wounded
 1,468 captured/missing)"
3132,Battle_of_Baxter_Springs,"October 6, 1863 (1863-10-06)","Cherokee County, Kansas",Confederate victory; Union holds fort[1],William Quantrill,"103 soldiers killed, 18 wounded, 10 civilians killed[4]","96 infantry
200 cavalry
1 mountain howitzer[2]",400 mounted guerrillas,L,"2 killed, 2 wounded[3]"
3133,Battle_of_Baxter_Springs,"October 6, 1863 (1863-10-06)","Cherokee County, Kansas",Confederate victory; Union holds fort[1],William T. Anderson,"103 soldiers killed, 18 wounded, 10 civilians killed[4]","96 infantry
200 cavalry
1 mountain howitzer[2]",400 mounted guerrillas,L,"2 killed, 2 wounded[3]"
3134,Battle_of_Baxter_Springs,"October 6, 1863 (1863-10-06)","Cherokee County, Kansas",Confederate victory; Union holds fort[1],James Pond (Medal of Honor),"2 killed, 2 wounded[3]",400 mounted guerrillas,"96 infantry
200 cavalry
1 mountain howitzer[2]",R,"103 soldiers killed, 18 wounded, 10 civilians killed[4]"
3135,Battle_of_Baxter_Springs,"October 6, 1863 (1863-10-06)","Cherokee County, Kansas",Confederate victory; Union holds fort[1],James G. Blunt,"2 killed, 2 wounded[3]",400 mounted guerrillas,"96 infantry
200 cavalry
1 mountain howitzer[2]",R,"103 soldiers killed, 18 wounded, 10 civilians killed[4]"
3136,Battle_of_Auburn_I,"October 13, 1863 (1863-10-13)","Fauquier County, Virginia
38°42′N 77°42′W﻿ / ﻿38.70°N 77.70°W﻿ / 38.70; -77.70",Inconclusive,William H. French,50,"3,000 [1]","2,000 [1]",L,50
3137,Battle_of_Auburn_I,"October 13, 1863 (1863-10-13)","Fauquier County, Virginia
38°42′N 77°42′W﻿ / ﻿38.70°N 77.70°W﻿ / 38.70; -77.70",Inconclusive,J. E. B. Stuart,50,"2,000 [1]","3,000 [1]",R,50
3138,Battle_of_Auburn_II,"October 14, 1863 (1863-10-14)","Fauquier County, Virginia
38°39′N 77°39′W﻿ / ﻿38.65°N 77.65°W﻿ / 38.65; -77.65",Inconclusive,Gouverneur K. Warren,113 [2],"3,000 [1]",unknown,L,113 [2]
3139,Battle_of_Auburn_II,"October 14, 1863 (1863-10-14)","Fauquier County, Virginia
38°39′N 77°39′W﻿ / ﻿38.65°N 77.65°W﻿ / 38.65; -77.65",Inconclusive,J. E. B. Stuart,113 [2],unknown,"3,000 [1]",R,113 [2]
3140,Battle_of_Bristoe_Station,"October 14, 1863 (1863-10-14)","Prince William County, Virginia
38°43′24″N 77°32′30″W﻿ / ﻿38.7234°N 77.5418°W﻿ / 38.7234; -77.5418Coordinates: 38°43′24″N 77°32′30″W﻿ / ﻿38.7234°N 77.5418°W﻿ / 38.7234; -77.5418",Union victory,Gouverneur K. Warren,"1,380[2]","17,218[1]","8,383[1]",L,540[2]
3141,Battle_of_Bristoe_Station,"October 14, 1863 (1863-10-14)","Prince William County, Virginia
38°43′24″N 77°32′30″W﻿ / ﻿38.7234°N 77.5418°W﻿ / 38.7234; -77.5418Coordinates: 38°43′24″N 77°32′30″W﻿ / ﻿38.7234°N 77.5418°W﻿ / 38.7234; -77.5418",Union victory,A. P. Hill,540[2],"8,383[1]","17,218[1]",R,"1,380[2]"
3142,Battle_of_Pine_Bluff,"October 25, 1863","Pine Bluff, Arkansas
34°13′46.4″N 92°00′12.4″W﻿ / ﻿34.229556°N 92.003444°W﻿ / 34.229556; -92.003444",Union victory,Colonel (United States),"41 dead, wounded or missing","2,000 cavalry,
12 guns","550 cavalry and militia,
300 freedmen,
9 guns",L,16 dead and 40 wounded or missing
3143,Battle_of_Pine_Bluff,"October 25, 1863","Pine Bluff, Arkansas
34°13′46.4″N 92°00′12.4″W﻿ / ﻿34.229556°N 92.003444°W﻿ / 34.229556; -92.003444",Union victory,Powell Clayton,"41 dead, wounded or missing","2,000 cavalry,
12 guns","550 cavalry and militia,
300 freedmen,
9 guns",L,16 dead and 40 wounded or missing
3144,Battle_of_Pine_Bluff,"October 25, 1863","Pine Bluff, Arkansas
34°13′46.4″N 92°00′12.4″W﻿ / ﻿34.229556°N 92.003444°W﻿ / 34.229556; -92.003444",Union victory,Brigadier general,16 dead and 40 wounded or missing,"550 cavalry and militia,
300 freedmen,
9 guns","2,000 cavalry,
12 guns",R,"41 dead, wounded or missing"
3145,Battle_of_Pine_Bluff,"October 25, 1863","Pine Bluff, Arkansas
34°13′46.4″N 92°00′12.4″W﻿ / ﻿34.229556°N 92.003444°W﻿ / 34.229556; -92.003444",Union victory,John S. Marmaduke,16 dead and 40 wounded or missing,"550 cavalry and militia,
300 freedmen,
9 guns","2,000 cavalry,
12 guns",R,"41 dead, wounded or missing"
3146,Battle_of_Collierville,"November 3, 1863 (1863-11-03)","Shelby County, Tennessee
35°02′38″N 89°39′52″W﻿ / ﻿35.044°N 89.6645°W﻿ / 35.044; -89.6645Coordinates: 35°02′38″N 89°39′52″W﻿ / ﻿35.044°N 89.6645°W﻿ / 35.044; -89.6645",United States victory,Edward Hatch,95,"2,500",850,L,60
3147,Battle_of_Collierville,"November 3, 1863 (1863-11-03)","Shelby County, Tennessee
35°02′38″N 89°39′52″W﻿ / ﻿35.044°N 89.6645°W﻿ / 35.044; -89.6645Coordinates: 35°02′38″N 89°39′52″W﻿ / ﻿35.044°N 89.6645°W﻿ / 35.044; -89.6645",United States victory,James Ronald Chalmers,60,850,"2,500",R,95
3148,Battle_of_Rappahannock_Station_II,"November 7, 1863 (1863-11-07)","Culpeper County and Fauquier County, Virginia",Union victory,George Meade,"1,670 (Approx 1,600 captured)[1]","2,000 [2]","2,000 [2]",L,"419 (Killed, wounded or captured)[1]"
3149,Battle_of_Rappahannock_Station_II,"November 7, 1863 (1863-11-07)","Culpeper County and Fauquier County, Virginia",Union victory,Robert E. Lee,"419 (Killed, wounded or captured)[1]","2,000 [2]","2,000 [2]",R,"1,670 (Approx 1,600 captured)[1]"
3150,Third_Battle_of_Chattanooga,"September 21 – November 25, 1863[1]","Chattanooga, Tennessee",Union victory,Ulysses S. Grant,"6,000–8,000 (estimated)[5]
(8,684 men killed, wounded or prisoners)[6]","48,948 ""present for duty""[3]","72,533 ""present for duty equipped""[2]",L,"5,824 total
(753 killed
4,722 wounded
349 missing)[4]"
3151,Third_Battle_of_Chattanooga,"September 21 – November 25, 1863[1]","Chattanooga, Tennessee",Union victory,Braxton Bragg,"5,824 total
(753 killed
4,722 wounded
349 missing)[4]","72,533 ""present for duty equipped""[2]","48,948 ""present for duty""[3]",R,"6,000–8,000 (estimated)[5]
(8,684 men killed, wounded or prisoners)[6]"
3152,Battle_of_Ringgold_Gap,"November 27, 1863 (1863-11-27)","Catoosa County, Georgia",Confederate victory,Joseph Hooker,"20 killed, 201 wounded[4]","4,200[2]","16,000[1]",L,509[3]
3153,Battle_of_Ringgold_Gap,"November 27, 1863 (1863-11-27)","Catoosa County, Georgia",Confederate victory,Patrick Cleburne,509[3],"16,000[1]","4,200[2]",R,"20 killed, 201 wounded[4]"
3154,Battle_of_Fort_Sanders,"November 29, 1863 (1863-11-29)","Knox County, Tennessee",Union victory,Ambrose Burnside,"813 total
129 killed
458 wounded
226 captured[3]","~3,000",440,L,"13 total
8 killed
5 wounded [2]"
3155,Battle_of_Fort_Sanders,"November 29, 1863 (1863-11-29)","Knox County, Tennessee",Union victory,James Longstreet,"13 total
8 killed
5 wounded [2]",440,"~3,000",R,"813 total
129 killed
458 wounded
226 captured[3]"
3156,Battle_of_Mine_Run,"November 27, 1863 (1863-11-27) – December 2, 1863 (1863-12-02)","Orange County, Virginia",Inconclusive,George Meade,680,"48,000[1]","81,000[1]",L,"1,272"
3157,Battle_of_Mine_Run,"November 27, 1863 (1863-11-27) – December 2, 1863 (1863-12-02)","Orange County, Virginia",Inconclusive,Robert E. Lee,"1,272","81,000[1]","48,000[1]",R,680
3158,Battle_of_Bean's_Station,"December 14, 1863 (1863-12-14)[1]","Grainger County, Tennessee[2]",Confederate victory,John Parke,900[1],Unknown,"4,000",L,700[4]
3159,Battle_of_Bean's_Station,"December 14, 1863 (1863-12-14)[1]","Grainger County, Tennessee[2]",Confederate victory,James M. Shackelford,900[1],Unknown,"4,000",L,700[4]
3160,Battle_of_Bean's_Station,"December 14, 1863 (1863-12-14)[1]","Grainger County, Tennessee[2]",Confederate victory,James Longstreet,700[4],"4,000",Unknown,R,900[1]
3161,Battle_of_Mossy_Creek,"December 29, 1863 (1863-12-29)","Jefferson County, Tennessee",Union victory,Samuel D. Sturgis,unknown,"2,000",,L,151
3162,Battle_of_Mossy_Creek,"December 29, 1863 (1863-12-29)","Jefferson County, Tennessee",Union victory,William T. Martin,151,,"2,000",R,unknown
3163,Battle_of_Dandridge,"January 17, 1864 (1864-01-17)","Jefferson County, Tennessee",Confederate victory,Samuel D. Sturgis,~150[1],unknown,unknown,L,~100[1]
3164,Battle_of_Dandridge,"January 17, 1864 (1864-01-17)","Jefferson County, Tennessee",Confederate victory,James Longstreet,~100[1],unknown,unknown,R,~150[1]
3165,Battle_of_Athens_(1864),"January 26, 1864","Athens, Alabama
34°48′12″N 86°58′20″W﻿ / ﻿34.8033°N 86.9722°W﻿ / 34.8033; -86.9722Coordinates: 34°48′12″N 86°58′20″W﻿ / ﻿34.8033°N 86.9722°W﻿ / 34.8033; -86.9722",Union victory,Emil Adams,30,600,100,L,20
3166,Battle_of_Athens_(1864),"January 26, 1864","Athens, Alabama
34°48′12″N 86°58′20″W﻿ / ﻿34.8033°N 86.9722°W﻿ / 34.8033; -86.9722Coordinates: 34°48′12″N 86°58′20″W﻿ / ﻿34.8033°N 86.9722°W﻿ / 34.8033; -86.9722",Union victory,Moses Wright Hannon,20,100,600,R,30
3167,Battle_of_Fair_Garden,"January 27, 1864 (1864-01-27)","Sevier County, Tennessee",Union victory,Samuel D. Sturgis,165,1 cavalry division,1 cavalry division,L,100
3168,Battle_of_Fair_Garden,"January 27, 1864 (1864-01-27)","Sevier County, Tennessee",Union victory,Edward M. McCook,165,1 cavalry division,1 cavalry division,L,100
3169,Battle_of_Fair_Garden,"January 27, 1864 (1864-01-27)","Sevier County, Tennessee",Union victory,William T. Martin,100,1 cavalry division,1 cavalry division,R,165
3170,Battle_of_Morton's_Ford,"February 6, 1864 (1864-02-06) – February 7, 1864 (1864-02-07)","Orange County, Virginia
Culpeper County, Virginia",Inconclusive,John C. Caldwell,60[2],Corps,Corps,L,262[1]
3171,Battle_of_Morton's_Ford,"February 6, 1864 (1864-02-06) – February 7, 1864 (1864-02-07)","Orange County, Virginia
Culpeper County, Virginia",Inconclusive,Richard S. Ewell,262[1],Corps,Corps,R,60[2]
3172,Battle_of_Meridian,"February 14, 1864 (1864-02-14)–February 20, 1864 (1864-02-20)","Lauderdale County, Mississippi
32°21′55″N 88°42′15″W﻿ / ﻿32.3654°N 88.7043°W﻿ / 32.3654; -88.7043Coordinates: 32°21′55″N 88°42′15″W﻿ / ﻿32.3654°N 88.7043°W﻿ / 32.3654; -88.7043",Union victory[1][2],William Tecumseh Sherman,Unknown,Unknown,"26,847",L,170
3173,Battle_of_Meridian,"February 14, 1864 (1864-02-14)–February 20, 1864 (1864-02-20)","Lauderdale County, Mississippi
32°21′55″N 88°42′15″W﻿ / ﻿32.3654°N 88.7043°W﻿ / 32.3654; -88.7043Coordinates: 32°21′55″N 88°42′15″W﻿ / ﻿32.3654°N 88.7043°W﻿ / 32.3654; -88.7043",Union victory[1][2],Leonidas Polk,170,"26,847",Unknown,R,Unknown
3174,Battle_of_Olustee,"February 20, 1864 (1864-02-20)","Baker County, Florida
30°12′51.24″N 82°23′18.92″W﻿ / ﻿30.2142333°N 82.3885889°W﻿ / 30.2142333; -82.3885889Coordinates: 30°12′51.24″N 82°23′18.92″W﻿ / ﻿30.2142333°N 82.3885889°W﻿ / 30.2142333; -82.3885889",Confederate victory,Truman Seymour,"946
(93 killed
 847 wounded
 6 captured/missing)[1]","5,000","5,500",L,"1,861
(203 killed
 1,152 wounded
 506 captured/missing)[1]"
3175,Battle_of_Olustee,"February 20, 1864 (1864-02-20)","Baker County, Florida
30°12′51.24″N 82°23′18.92″W﻿ / ﻿30.2142333°N 82.3885889°W﻿ / 30.2142333; -82.3885889Coordinates: 30°12′51.24″N 82°23′18.92″W﻿ / ﻿30.2142333°N 82.3885889°W﻿ / 30.2142333; -82.3885889",Confederate victory,Joseph Finnegan (brigadier general),"1,861
(203 killed
 1,152 wounded
 506 captured/missing)[1]","5,500","5,000",R,"946
(93 killed
 847 wounded
 6 captured/missing)[1]"
3176,Battle_of_Paducah,"March 25, 1864 (1864-03-25)","McCracken County, Kentucky",Confederate victory,Stephen G. Hicks,50,"3,000","650 men
2 gunboats",L,90
3177,Battle_of_Paducah,"March 25, 1864 (1864-03-25)","McCracken County, Kentucky",Confederate victory,James Shirk,50,"3,000","650 men
2 gunboats",L,90
3178,Battle_of_Paducah,"March 25, 1864 (1864-03-25)","McCracken County, Kentucky",Confederate victory,Nathan Bedford Forrest,90,"650 men
2 gunboats","3,000",R,50
3179,Battle_of_Elkin's_Ferry,"April 3–4, 1864","Clark County, Arkansas
Nevada County, Arkansas",Union victory,Frederick Steele,54,"7,500","8,500",L,38
3180,Battle_of_Elkin's_Ferry,"April 3–4, 1864","Clark County, Arkansas
Nevada County, Arkansas",Union victory,John S. Marmaduke,38,"8,500","7,500",R,54
3181,Battle_of_Mansfield,"April 8, 1864 (1864-04-08)","De Soto Parish, Louisiana",Confederate victory,Richard Taylor (general),"694 killed/wounded
1,423 captured/missing","12,000","14,000",L,"1,000 killed/wounded"
3182,Battle_of_Mansfield,"April 8, 1864 (1864-04-08)","De Soto Parish, Louisiana",Confederate victory,Nathaniel P. Banks,"1,000 killed/wounded","14,000","12,000",R,"694 killed/wounded
1,423 captured/missing"
3183,Battle_of_Pleasant_Hill,"April 9, 1864 (1864-04-09)","Desoto Parish and Sabine Parish, Louisiana",Confederate Victory,Nathaniel P. Banks,"~1,626 total
~1,200 killed and wounded
426 captured[2]","12,100[1]","12,000[1]",L,"1,369 total
150 killed
844 wounded
375 missing[2]"
3184,Battle_of_Pleasant_Hill,"April 9, 1864 (1864-04-09)","Desoto Parish and Sabine Parish, Louisiana",Confederate Victory,Richard Taylor (general),"1,369 total
150 killed
844 wounded
375 missing[2]","12,000[1]","12,100[1]",R,"~1,626 total
~1,200 killed and wounded
426 captured[2]"
3185,Battle_of_Prairie_D'Ane,"April 9–13, 1864","Near Moscow Church, south of Prescott
(present-day Nevada County, Arkansas)
33°46′35.401″N 93°21′59.616″W﻿ / ﻿33.77650028°N 93.36656000°W﻿ / 33.77650028; -93.36656000",Union victory,Frederick Steele,50,"7,000","13,000",L,100
3186,Battle_of_Prairie_D'Ane,"April 9–13, 1864","Near Moscow Church, south of Prescott
(present-day Nevada County, Arkansas)
33°46′35.401″N 93°21′59.616″W﻿ / ﻿33.77650028°N 93.36656000°W﻿ / 33.77650028; -93.36656000",Union victory,Sterling Price,100,"13,000","7,000",R,50
3187,Battle_of_Fort_Pillow,"April 12, 1864 (1864-04-12)","Lauderdale County, Tennessee",Confederate victory,Lionel F. Booth,"100 total
14 killed
86 wounded [2]","1,500–2,500",600,L,"182 killed, drowned and missing[1]"
3188,Battle_of_Fort_Pillow,"April 12, 1864 (1864-04-12)","Lauderdale County, Tennessee",Confederate victory,William F. Bradford,"100 total
14 killed
86 wounded [2]","1,500–2,500",600,L,"182 killed, drowned and missing[1]"
3189,Battle_of_Fort_Pillow,"April 12, 1864 (1864-04-12)","Lauderdale County, Tennessee",Confederate victory,Nathan Bedford Forrest,"182 killed, drowned and missing[1]",600,"1,500–2,500",R,"100 total
14 killed
86 wounded [2]"
3190,Battle_of_Fort_Pillow,"April 12, 1864 (1864-04-12)","Lauderdale County, Tennessee",Confederate victory,James Ronald Chalmers,"182 killed, drowned and missing[1]",600,"1,500–2,500",R,"100 total
14 killed
86 wounded [2]"
3191,Battle_of_Poison_Spring,"April 18, 1864","Poison Spring, northwest of Camden, Arkansas
33°38′19.7″N 93°00′15.6″W﻿ / ﻿33.638806°N 93.004333°W﻿ / 33.638806; -93.004333",Confederate victory,Samuel B. Maxey,117 dead and 184 wounded or missing,"824 infantry
291 cavalry
4 guns","1,800 cavalry",L,34 dead and 218 wounded or missing
3192,Battle_of_Poison_Spring,"April 18, 1864","Poison Spring, northwest of Camden, Arkansas
33°38′19.7″N 93°00′15.6″W﻿ / ﻿33.638806°N 93.004333°W﻿ / 33.638806; -93.004333",Confederate victory,John S. Marmaduke,117 dead and 184 wounded or missing,"824 infantry
291 cavalry
4 guns","1,800 cavalry",L,34 dead and 218 wounded or missing
