Battle,Date,Location,Result,belligerent,opp,own,pos,VorD,Infantry,Cavalry,Artillery,Ships,Airforce,Special
Battle_of_Madonna_dell'Olmo,30 September 1744,"Cuneo, Piedmont (present-day Italy)",Franco-Spanish tactical victory[2] but subsequent withdrawal[3],"Louis François, Prince of Conti","c. 25,000","c. 26,000",L,V,26000,,,,,
Battle_of_Magdala,9–13 April 1868,Amba Mariam,Decisive British victory,"Robert Napier, 1st Baron Napier of Magdala","9,000[citation needed]","13,000[1]",L,V,13000,,,,,
Battle_of_Magdhaba,23-Dec-16,"Sinai peninsula, Egypt
Coordinates: 30°53′N 34°1′E﻿ / ﻿30.883°N 34.017°E﻿ / 30.883; 34.017",British Empire victory,Harry Chauvel,"2,000","6,000",L,V,6000,,,,,
Battle_of_Magenta,4 June 1859 [1],"Magenta, present-day Italy
45°27′22″N 8°48′7″E﻿ / ﻿45.45611°N 8.80194°E﻿ / 45.45611; 8.80194Coordinates: 45°27′22″N 8°48′7″E﻿ / ﻿45.45611°N 8.80194°E﻿ / 45.45611; 8.80194",Franco-Sardinian victory,Napoleon III,"58,183 infantry[3]
3,435 cavalry
152 guns","49,945 infantry[2]
1,207 cavalry
87 guns",L,V,49945,1207,87,,,
Battle_of_Magenta,4 June 1859 [1],"Magenta, present-day Italy
45°27′22″N 8°48′7″E﻿ / ﻿45.45611°N 8.80194°E﻿ / 45.45611; 8.80194Coordinates: 45°27′22″N 8°48′7″E﻿ / ﻿45.45611°N 8.80194°E﻿ / 45.45611; 8.80194",Franco-Sardinian victory,Victor Emmanuel II of Italy,"58,183 infantry[3]
3,435 cavalry
152 guns","49,945 infantry[2]
1,207 cavalry
87 guns",L,V,49945,1207,87,,,
Battle_of_Magenta,4 June 1859 [1],"Magenta, present-day Italy
45°27′22″N 8°48′7″E﻿ / ﻿45.45611°N 8.80194°E﻿ / 45.45611; 8.80194Coordinates: 45°27′22″N 8°48′7″E﻿ / ﻿45.45611°N 8.80194°E﻿ / 45.45611; 8.80194",Franco-Sardinian victory,"Patrice de MacMahon, Duke of Magenta","58,183 infantry[3]
3,435 cavalry
152 guns","49,945 infantry[2]
1,207 cavalry
87 guns",L,V,49945,1207,87,,,
Battle_of_Magersfontein,11 December 1899,"Magersfontein, Cape Colony, South Africa
Coordinates: 28°58′S 24°42′E﻿ / ﻿28.967°S 24.700°E﻿ / -28.967; 24.700",Boer victory,Piet Cronjé,"14,964 men and 27 guns[1]","8,500 men, five guns and three machine guns[2]",R,V,8500,,5,,,3
Battle_of_Magersfontein,11 December 1899,"Magersfontein, Cape Colony, South Africa
Coordinates: 28°58′S 24°42′E﻿ / ﻿28.967°S 24.700°E﻿ / -28.967; 24.700",Boer victory,Koos de la Rey,"14,964 men and 27 guns[1]","8,500 men, five guns and three machine guns[2]",R,V,8500,,5,,,3
Battle_of_Maidstone,1 June 1648,"Maidstone, Kent, England",Parliamentarian victory,Thomas Fairfax,Approx. 2000,Approx. 4000,R,V,4000,,,,,
Battle_of_MaipÃº,,,,,,,L,V,5000,,,,,
Battle_of_Maiwand,27 July 1880,"Maiwand, Afghanistan",Afghan victory,Ayub Khan (Emir of Afghanistan),"2,476 British/Indian troops","25,000 Afghan warriors",R,V,25000,,,,,
Battle_of_Majuba_Hill,27 February 1881,"Majuba Hill, near Volksrust,
Kwazulu-Natal, South Africa
27°28′36″S 29°51′02″E﻿ / ﻿27.4768°S 29.8505°E﻿ / -27.4768; 29.8505﻿ (Battle of Majuba Hill)Coordinates: 27°28′36″S 29°51′02″E﻿ / ﻿27.4768°S 29.8505°E﻿ / -27.4768; 29.8505﻿ (Battle of Majuba Hill)",Decisive Boer victory,Nicolaas Smit,405 infantry,400-500 men,L,V,450,,,,,
Battle_of_Majuba_Hill,27 February 1881,"Majuba Hill, near Volksrust,
Kwazulu-Natal, South Africa
27°28′36″S 29°51′02″E﻿ / ﻿27.4768°S 29.8505°E﻿ / -27.4768; 29.8505﻿ (Battle of Majuba Hill)Coordinates: 27°28′36″S 29°51′02″E﻿ / ﻿27.4768°S 29.8505°E﻿ / -27.4768; 29.8505﻿ (Battle of Majuba Hill)",Decisive Boer victory,Stephanus Roos,405 infantry,400-500 men,L,V,450,,,,,
Battle_of_Majuba_Hill,27 February 1881,"Majuba Hill, near Volksrust,
Kwazulu-Natal, South Africa
27°28′36″S 29°51′02″E﻿ / ﻿27.4768°S 29.8505°E﻿ / -27.4768; 29.8505﻿ (Battle of Majuba Hill)Coordinates: 27°28′36″S 29°51′02″E﻿ / ﻿27.4768°S 29.8505°E﻿ / -27.4768; 29.8505﻿ (Battle of Majuba Hill)",Decisive Boer victory,Danie Malan,405 infantry,400-500 men,L,V,450,,,,,
Battle_of_Majuba_Hill,27 February 1881,"Majuba Hill, near Volksrust,
Kwazulu-Natal, South Africa
27°28′36″S 29°51′02″E﻿ / ﻿27.4768°S 29.8505°E﻿ / -27.4768; 29.8505﻿ (Battle of Majuba Hill)Coordinates: 27°28′36″S 29°51′02″E﻿ / ﻿27.4768°S 29.8505°E﻿ / -27.4768; 29.8505﻿ (Battle of Majuba Hill)",Decisive Boer victory,Joachim Ferreira,405 infantry,400-500 men,L,V,450,,,,,
Battle_of_Makassar_Strait,4-Feb-42,"Java Sea, Dutch East Indies",Japanese victory,Nishizō Tsukahara,"4 cruisers
7 destroyers","37–45 planes (Allied estimate)
60 land based bombers (Japanese reports)",R,V,40,,,,,
Battle_of_Makin,20–23 November 1943,"Makin Atoll, Gilbert Islands
3°05′24″N 172°49′01″E﻿ / ﻿3.090°N 172.817°E﻿ / 3.090; 172.817Coordinates: 3°05′24″N 172°49′01″E﻿ / ﻿3.090°N 172.817°E﻿ / 3.090; 172.817",United States victory,Richmond K. Turner,"400 Japanese soldiers
400 Japanese and Korean laborers","6,470
-27th Infantry Division",L,V,6470,,,,,
Battle_of_Makin,20–23 November 1943,"Makin Atoll, Gilbert Islands
3°05′24″N 172°49′01″E﻿ / ﻿3.090°N 172.817°E﻿ / 3.090; 172.817Coordinates: 3°05′24″N 172°49′01″E﻿ / ﻿3.090°N 172.817°E﻿ / 3.090; 172.817",United States victory,Ralph C. Smith,"400 Japanese soldiers
400 Japanese and Korean laborers","6,470
-27th Infantry Division",L,V,6470,,,,,
Battle_of_Malaya,"8 December 1941 – 31 January 1942 (1 month, and 23 days)","British Malaya
4°0′N 102°30′E﻿ / ﻿4.000°N 102.500°E﻿ / 4.000; 102.500Coordinates: 4°0′N 102°30′E﻿ / ﻿4.000°N 102.500°E﻿ / 4.000; 102.500",Japanese victory,Tomoyuki Yamashita,"140,000 troops[1]
253 aircraft
810 artillery pieces
208+ anti-tank and anti-aircraft guns
54 fortress guns[2][a]
250+ AFVs[2][b][3]
15,400+ motor vehicles[4][c]","70,000 troops
568 aircraft
440+ artillery pieces[5]
200 tanks
3,000+ trucks[6]",R,V,70000,200,440,568,,
Battle_of_Malaya,"8 December 1941 – 31 January 1942 (1 month, and 23 days)","British Malaya
4°0′N 102°30′E﻿ / ﻿4.000°N 102.500°E﻿ / 4.000; 102.500Coordinates: 4°0′N 102°30′E﻿ / ﻿4.000°N 102.500°E﻿ / 4.000; 102.500",Japanese victory,Takuma Nishimura,"140,000 troops[1]
253 aircraft
810 artillery pieces
208+ anti-tank and anti-aircraft guns
54 fortress guns[2][a]
250+ AFVs[2][b][3]
15,400+ motor vehicles[4][c]","70,000 troops
568 aircraft
440+ artillery pieces[5]
200 tanks
3,000+ trucks[6]",R,V,70000,200,440,568,,
Battle_of_Malaya,"8 December 1941 – 31 January 1942 (1 month, and 23 days)","British Malaya
4°0′N 102°30′E﻿ / ﻿4.000°N 102.500°E﻿ / 4.000; 102.500Coordinates: 4°0′N 102°30′E﻿ / ﻿4.000°N 102.500°E﻿ / 4.000; 102.500",Japanese victory,Takuro Matsui,"140,000 troops[1]
253 aircraft
810 artillery pieces
208+ anti-tank and anti-aircraft guns
54 fortress guns[2][a]
250+ AFVs[2][b][3]
15,400+ motor vehicles[4][c]","70,000 troops
568 aircraft
440+ artillery pieces[5]
200 tanks
3,000+ trucks[6]",R,V,70000,200,440,568,,
Battle_of_Malaya,"8 December 1941 – 31 January 1942 (1 month, and 23 days)","British Malaya
4°0′N 102°30′E﻿ / ﻿4.000°N 102.500°E﻿ / 4.000; 102.500Coordinates: 4°0′N 102°30′E﻿ / ﻿4.000°N 102.500°E﻿ / 4.000; 102.500",Japanese victory,Renya Mutaguchi,"140,000 troops[1]
253 aircraft
810 artillery pieces
208+ anti-tank and anti-aircraft guns
54 fortress guns[2][a]
250+ AFVs[2][b][3]
15,400+ motor vehicles[4][c]","70,000 troops
568 aircraft
440+ artillery pieces[5]
200 tanks
3,000+ trucks[6]",R,V,70000,200,440,568,,
Battle_of_Malaya,"8 December 1941 – 31 January 1942 (1 month, and 23 days)","British Malaya
4°0′N 102°30′E﻿ / ﻿4.000°N 102.500°E﻿ / 4.000; 102.500Coordinates: 4°0′N 102°30′E﻿ / ﻿4.000°N 102.500°E﻿ / 4.000; 102.500",Japanese victory,Plaek Phibunsongkhram,"140,000 troops[1]
253 aircraft
810 artillery pieces
208+ anti-tank and anti-aircraft guns
54 fortress guns[2][a]
250+ AFVs[2][b][3]
15,400+ motor vehicles[4][c]","70,000 troops
568 aircraft
440+ artillery pieces[5]
200 tanks
3,000+ trucks[6]",R,V,70000,200,440,568,,
Battle_of_MalmÃ¶,,,,,,,L,V,7000,,,,,
Battle_of_Maloyaroslavets,24 October 1812,"Maloyaroslavets, Russia","French victory[1]
French abandon march toward Kaluga despite victory[2]",Eugène de Beauharnais,"12,000 infantry
3,000 cavalry
84 guns
10,000 reinforcements later on.","20,000",L,V,20000,,,,,
Battle_of_Maloyaroslavets,24 October 1812,"Maloyaroslavets, Russia","French victory[1]
French abandon march toward Kaluga despite victory[2]",Louis-Nicolas Davout,"12,000 infantry
3,000 cavalry
84 guns
10,000 reinforcements later on.","20,000",L,V,20000,,,,,
Battle_of_Maloyaroslavets,24 October 1812,"Maloyaroslavets, Russia","French victory[1]
French abandon march toward Kaluga despite victory[2]",Napoleon,"12,000 infantry
3,000 cavalry
84 guns
10,000 reinforcements later on.","20,000",L,V,20000,,,,,
Battle_of_Malplaquet,11 September 1709,"Malplaquet, France
Coordinates: 50°19′11″N 3°50′12″E﻿ / ﻿50.31972°N 3.83667°E﻿ / 50.31972; 3.83667",Grand Alliance Pyrrhic victory,"John Churchill, 1st Duke of Marlborough","75,000
80 guns","86,000
100 guns",L,V,86000,,100,,,
Battle_of_Malplaquet,11 September 1709,"Malplaquet, France
Coordinates: 50°19′11″N 3°50′12″E﻿ / ﻿50.31972°N 3.83667°E﻿ / 50.31972; 3.83667",Grand Alliance Pyrrhic victory,Prince Eugene of Savoy,"75,000
80 guns","86,000
100 guns",L,V,86000,,100,,,
Battle_of_Malvern_Hill,"July 1, 1862 (1862-07-01)","Henrico County, Virginia
Coordinates: 37°24′45″N 77°15′03″W﻿ / ﻿37.4124°N 77.2509°W﻿ / 37.4124; -77.2509",Tactical Union victory,George B. McClellan,"55,000
12–14 batteries","54,000
33 batteries, 171 guns (more in reserve)
3 ships",L,V,54000,,204,3,,
Battle_of_Malvern_Hill,"July 1, 1862 (1862-07-01)","Henrico County, Virginia
Coordinates: 37°24′45″N 77°15′03″W﻿ / ﻿37.4124°N 77.2509°W﻿ / 37.4124; -77.2509",Tactical Union victory,Fitz John Porter,"55,000
12–14 batteries","54,000
33 batteries, 171 guns (more in reserve)
3 ships",L,V,54000,,204,3,,
Battle_of_Manado,11–13 January 1942,"Manado, Northern Celebes island",Japanese Victory,Ibō Takahashi,"1,500 infantry","2,500 naval infantry
500 paratroopers
20 aircraft",R,V,3000,,,20,,
Battle_of_Manado,11–13 January 1942,"Manado, Northern Celebes island",Japanese Victory,Toyoaki Horiuchi,"1,500 infantry","2,500 naval infantry
500 paratroopers
20 aircraft",R,V,3000,,,20,,
Battle_of_Manila_(1762),24 September – 6 October 1762,"Manila, Philippines",British victory,William Draper (British Army officer),"556 regular Spanish troops[1]:12
8,600 Filipino troops
200 French and British deserters[3]","10,300 men[2]
15 ships[1]:22–23",L,V,10300,,,15,,
Battle_of_Manila_(1762),24 September – 6 October 1762,"Manila, Philippines",British victory,"Sir Samuel Cornish, 1st Baronet","556 regular Spanish troops[1]:12
8,600 Filipino troops
200 French and British deserters[3]","10,300 men[2]
15 ships[1]:22–23",L,V,10300,,,15,,
Battle_of_Manila_(1898),13 August 1898,"Manila, Philippines","American-Filipino victory

Spanish forces surrendered the city to the Americans.
End of the Spanish–American War in the Philippines.",Wesley Merritt,"13,000","10,700

 30,000",L,V,40700,,,,,
Battle_of_Manila_(1898),13 August 1898,"Manila, Philippines","American-Filipino victory

Spanish forces surrendered the city to the Americans.
End of the Spanish–American War in the Philippines.",George Dewey,"13,000","10,700

 30,000",L,V,40700,,,,,
Battle_of_Manila_(1898),13 August 1898,"Manila, Philippines","American-Filipino victory

Spanish forces surrendered the city to the Americans.
End of the Spanish–American War in the Philippines.",Arthur MacArthur Jr.,"13,000","10,700

 30,000",L,V,40700,,,,,
Battle_of_Manila_(1898),13 August 1898,"Manila, Philippines","American-Filipino victory

Spanish forces surrendered the city to the Americans.
End of the Spanish–American War in the Philippines.",Emilio Aguinaldo,"13,000","10,700

 30,000",L,V,40700,,,,,
Battle_of_Manila_(1898),13 August 1898,"Manila, Philippines","American-Filipino victory

Spanish forces surrendered the city to the Americans.
End of the Spanish–American War in the Philippines.",Antonio Luna,"13,000","10,700

 30,000",L,V,40700,,,,,
Battle_of_Manila_(1899),"February 4–5, 1899","Manila, Philippines",US victory,Elwell Stephen Otis,"15,000 Filipino troops[1]:42","19,000 United States troops
8,000 in Manila
11,000 outer defenses[1]:42",L,V,19000,,,,,
Battle_of_Manila_(1899),"February 4–5, 1899","Manila, Philippines",US victory,Arthur MacArthur Jr.,"15,000 Filipino troops[1]:42","19,000 United States troops
8,000 in Manila
11,000 outer defenses[1]:42",L,V,19000,,,,,
Battle_of_Manila_(1899),"February 4–5, 1899","Manila, Philippines",US victory,Thomas M. Anderson,"15,000 Filipino troops[1]:42","19,000 United States troops
8,000 in Manila
11,000 outer defenses[1]:42",L,V,19000,,,,,
Battle_of_Manila_Bay_(1898),1 May 1898,"Near Manila, Philippines",Decisive U.S. victory,George Dewey,"Engaged Forces:[cn 1]
2 protected cruisers
4 unprotected cruisers
2 gunboats
Unengaged Forces:
1 cruiser
3 gunboats,
1 transport
Shore defenses
6 batteries
3 forts","Engaged Forces:[cn 1]
4 protected cruisers
2 gunboats
Unengaged Forces:
1 revenue cutter
2 transports",L,V,,,,9,,
Battle_of_Mansfield,"April 8, 1864 (1864-04-08)","De Soto Parish, Louisiana",Confederate victory,Richard Taylor (general),"12,000","14,000",L,V,14000,,,,,
Battle_of_Marais_des_Cygnes,"October 25, 1864 (1864-10-25)","Linn County, Kansas",Union victory,Alfred Pleasonton,"7,000","2,600",L,V,2600,,,,,
Battle_of_Marais_des_Cygnes,"October 25, 1864 (1864-10-25)","Linn County, Kansas",Union victory,John Finis Philips,"7,000","2,600",L,V,2600,,,,,
Battle_of_Marais_des_Cygnes,"October 25, 1864 (1864-10-25)","Linn County, Kansas",Union victory,Frederick Benteen,"7,000","2,600",L,V,2600,,,,,
Battle_of_Marengo,14 June 1800,"Spinetta Marengo, Alessandria, Piedmont, present-day Italy
44°53′N 8°41′E﻿ / ﻿44.883°N 8.683°E﻿ / 44.883; 8.683Coordinates: 44°53′N 8°41′E﻿ / ﻿44.883°N 8.683°E﻿ / 44.883; 8.683",Decisive French victory[1][2],Napoleon,"31,000
100 guns","24,000
24 guns [3]",L,V,24000,,24,,,
Battle_of_Marengo,14 June 1800,"Spinetta Marengo, Alessandria, Piedmont, present-day Italy
44°53′N 8°41′E﻿ / ﻿44.883°N 8.683°E﻿ / 44.883; 8.683Coordinates: 44°53′N 8°41′E﻿ / ﻿44.883°N 8.683°E﻿ / 44.883; 8.683",Decisive French victory[1][2],Louis Desaix,"31,000
100 guns","24,000
24 guns [3]",L,V,24000,,24,,,
Battle_of_Marks'_Mills,"April 25, 1864","Marks' Mills, southwest of Pine Bluff
(present-day Cleveland County, Arkansas)
33°46′51.7″N 92°15′24.9″W﻿ / ﻿33.781028°N 92.256917°W﻿ / 33.781028; -92.256917",Confederate States victory,James Fleming Fagan,"1,800","8,000",L,V,8000,,,,,
Battle_of_Marmiton_River,"October 25, 1864 (1864-10-25)","Vernon County, Missouri",Union victory,John McNeil,1 Division,2 brigades,L,V,1,,,,,
Battle_of_Marston_Moor,2 July 1644,"near Long Marston, North Yorkshire",Decisive Parliamentarian – Covenanter victory,"Alexander Leslie, 1st Earl of Leven","17,500:
Rupert's army:
6,000 horse
8,000 foot
500 dragoons
14 guns
York garrison:
3,000 foot","24,500:
Covenanters:
2,000 horse
11,000 foot
500 dragoons
50 guns
Parliamentarians:
5,000 horse
6,000 foot",L,V,17000,7500,50,,,
Battle_of_Marston_Moor,2 July 1644,"near Long Marston, North Yorkshire",Decisive Parliamentarian – Covenanter victory,"David Leslie, 1st Lord Newark","17,500:
Rupert's army:
6,000 horse
8,000 foot
500 dragoons
14 guns
York garrison:
3,000 foot","24,500:
Covenanters:
2,000 horse
11,000 foot
500 dragoons
50 guns
Parliamentarians:
5,000 horse
6,000 foot",L,V,17000,7500,50,,,
Battle_of_Marston_Moor,2 July 1644,"near Long Marston, North Yorkshire",Decisive Parliamentarian – Covenanter victory,William Baillie (soldier),"17,500:
Rupert's army:
6,000 horse
8,000 foot
500 dragoons
14 guns
York garrison:
3,000 foot","24,500:
Covenanters:
2,000 horse
11,000 foot
500 dragoons
50 guns
Parliamentarians:
5,000 horse
6,000 foot",L,V,17000,7500,50,,,
Battle_of_Marston_Moor,2 July 1644,"near Long Marston, North Yorkshire",Decisive Parliamentarian – Covenanter victory,"Edward Montagu, 2nd Earl of Manchester","17,500:
Rupert's army:
6,000 horse
8,000 foot
500 dragoons
14 guns
York garrison:
3,000 foot","24,500:
Covenanters:
2,000 horse
11,000 foot
500 dragoons
50 guns
Parliamentarians:
5,000 horse
6,000 foot",L,V,17000,7500,50,,,
Battle_of_Marston_Moor,2 July 1644,"near Long Marston, North Yorkshire",Decisive Parliamentarian – Covenanter victory,"Ferdinando Fairfax, 2nd Lord Fairfax of Cameron","17,500:
Rupert's army:
6,000 horse
8,000 foot
500 dragoons
14 guns
York garrison:
3,000 foot","24,500:
Covenanters:
2,000 horse
11,000 foot
500 dragoons
50 guns
Parliamentarians:
5,000 horse
6,000 foot",L,V,17000,7500,50,,,
Battle_of_Marston_Moor,2 July 1644,"near Long Marston, North Yorkshire",Decisive Parliamentarian – Covenanter victory,Oliver Cromwell,"17,500:
Rupert's army:
6,000 horse
8,000 foot
500 dragoons
14 guns
York garrison:
3,000 foot","24,500:
Covenanters:
2,000 horse
11,000 foot
500 dragoons
50 guns
Parliamentarians:
5,000 horse
6,000 foot",L,V,17000,7500,50,,,
Battle_of_Marston_Moor,2 July 1644,"near Long Marston, North Yorkshire",Decisive Parliamentarian – Covenanter victory,Thomas Fairfax,"17,500:
Rupert's army:
6,000 horse
8,000 foot
500 dragoons
14 guns
York garrison:
3,000 foot","24,500:
Covenanters:
2,000 horse
11,000 foot
500 dragoons
50 guns
Parliamentarians:
5,000 horse
6,000 foot",L,V,17000,7500,50,,,
Battle_of_Marstrand,6–23 July 1677,"Marstrand, Sweden",Dano-Norwegian victory,Ulrik Frederik Gyldenløve,600,"1,600 - 3,000",R,V,2300,,,,,
Battle_of_Maxen,21 November 1759,"Maxen, Saxony, present-day Germany","Austrian victory
Capture of the Prussian forces",Count Leopold Joseph von Daun,"14,000","32,000",L,V,32000,,,,,
Battle_of_Maychew,31-Mar-36,"Near Maychew, Tigray, Ethiopia","Decisive Italian victory

Destruction of Haile Selassie's last army in the north",Pietro Badoglio,"31,000 (including six battalions of the Imperial Guard)[1]","40,000 (with another 40,000 in reserve)[1]",L,V,40000,,,,,
Battle_of_Maysalun,24-Jul-20,"Khan Maysalun and Wadi al-Qarn, Anti-Lebanon Mountains, Syria",French victory,Henri Gouraud (general),"1,400–4,000 regulars, Bedouin cavalrymen, civilian volunteers","12,000 troops (backed by tanks and aircraft)",L,V,12000,,,,,
Battle_of_Maysalun,24-Jul-20,"Khan Maysalun and Wadi al-Qarn, Anti-Lebanon Mountains, Syria",French victory,Mariano Goybet,"1,400–4,000 regulars, Bedouin cavalrymen, civilian volunteers","12,000 troops (backed by tanks and aircraft)",L,V,12000,,,,,
Battle_of_McDowell,"May 8, 1862 (1862-05-08)","Highland County, Virginia",Confederate victory,Stonewall Jackson,"6,500[1]","6,000[1]",R,V,6000,,,,,
Battle_of_Mecca_(1924),1924,Mecca,Sultanate of Nejd Victory,Ibn Saud,"1,000 men[1]","5,000 men",L,V,5000,,,,,
Battle_of_Mecca_(1924),1924,Mecca,Sultanate of Nejd Victory,Sultan bin Bajad Al-Otaibi,"1,000 men[1]","5,000 men",L,V,5000,,,,,
Battle_of_Medina_(1812),November 1812,"Medina, western Arabia",Ottoman victory,Tusun Pasha,"10,000[citation needed]","20,000
18 cannons
3 mortars [1]",L,V,20000,,21,,,
Battle_of_Medina_de_Rioseco,14 July 1808,"Medina de Rioseco, north of Valladolid, Spain",French victory,Jean-Baptiste Bessières,"21,300–22,000 regulars and militia,[1][2]
600 cavalry,
20 guns[2]","12,550–800 infantry,[1][2]
950–1,200 cavalry,[1][2]
32 guns[2]",L,V,12675,1075,32,,,
Battle_of_Megiddo_(WW1),19–25 September 1918,"Tel Megiddo and surroundings, Ottoman Syria",Allied victory,"Edmund Allenby, 1st Viscount Allenby","3,000 mounted troops,
32,000 infantry,
402 guns[1]","Allied
12,000 mounted troops,
57,000 infantry,
540 guns[1]
Arab
4,000+ regulars
unknown no. irregulars",L,V,61000,12000,,,,
Battle_of_Megiddo_(WW1),19–25 September 1918,"Tel Megiddo and surroundings, Ottoman Syria",Allied victory,Egyptian Expeditionary Force,"3,000 mounted troops,
32,000 infantry,
402 guns[1]","Allied
12,000 mounted troops,
57,000 infantry,
540 guns[1]
Arab
4,000+ regulars
unknown no. irregulars",L,V,61000,12000,,,,
Battle_of_Megiddo_(WW1),19–25 September 1918,"Tel Megiddo and surroundings, Ottoman Syria",Allied victory,Edward Bulfin,"3,000 mounted troops,
32,000 infantry,
402 guns[1]","Allied
12,000 mounted troops,
57,000 infantry,
540 guns[1]
Arab
4,000+ regulars
unknown no. irregulars",L,V,61000,12000,,,,
Battle_of_Megiddo_(WW1),19–25 September 1918,"Tel Megiddo and surroundings, Ottoman Syria",Allied victory,XX Corps (United Kingdom),"3,000 mounted troops,
32,000 infantry,
402 guns[1]","Allied
12,000 mounted troops,
57,000 infantry,
540 guns[1]
Arab
4,000+ regulars
unknown no. irregulars",L,V,61000,12000,,,,
Battle_of_Megiddo_(WW1),19–25 September 1918,"Tel Megiddo and surroundings, Ottoman Syria",Allied victory,"Philip Chetwode, 1st Baron Chetwode","3,000 mounted troops,
32,000 infantry,
402 guns[1]","Allied
12,000 mounted troops,
57,000 infantry,
540 guns[1]
Arab
4,000+ regulars
unknown no. irregulars",L,V,61000,12000,,,,
Battle_of_Megiddo_(WW1),19–25 September 1918,"Tel Megiddo and surroundings, Ottoman Syria",Allied victory,XXI Corps (United Kingdom),"3,000 mounted troops,
32,000 infantry,
402 guns[1]","Allied
12,000 mounted troops,
57,000 infantry,
540 guns[1]
Arab
4,000+ regulars
unknown no. irregulars",L,V,61000,12000,,,,
Battle_of_Megiddo_(WW1),19–25 September 1918,"Tel Megiddo and surroundings, Ottoman Syria",Allied victory,Faisal I of Iraq,"3,000 mounted troops,
32,000 infantry,
402 guns[1]","Allied
12,000 mounted troops,
57,000 infantry,
540 guns[1]
Arab
4,000+ regulars
unknown no. irregulars",L,V,61000,12000,,,,
Battle_of_Megiddo_(WW1),19–25 September 1918,"Tel Megiddo and surroundings, Ottoman Syria",Allied victory,Sharifian Army,"3,000 mounted troops,
32,000 infantry,
402 guns[1]","Allied
12,000 mounted troops,
57,000 infantry,
540 guns[1]
Arab
4,000+ regulars
unknown no. irregulars",L,V,61000,12000,,,,
Battle_of_Mek'ele,January 1896,"Mek'ele, Ethiopia",Ethiopian victory,Makonnen Wolde Mikael,"1,183
1,000 Askari and 183 Italians",Unknown,R,V,1,,,,,
Battle_of_Memphis,"June 6, 1862 (1862-06-06)","Mississippi River near Memphis, Tennessee",Union victory,Charles Henry Davis,8 rams,"5 ironclads
2 rams",L,V,,,,7,,
Battle_of_Memphis,"June 6, 1862 (1862-06-06)","Mississippi River near Memphis, Tennessee",Union victory,Charles Ellet Jr.,8 rams,"5 ironclads
2 rams",L,V,,,,7,,
Battle_of_Meridian,"February 14, 1864 (1864-02-14)–February 20, 1864 (1864-02-20)","Lauderdale County, Mississippi
32°21′55″N 88°42′15″W﻿ / ﻿32.3654°N 88.7043°W﻿ / 32.3654; -88.7043Coordinates: 32°21′55″N 88°42′15″W﻿ / ﻿32.3654°N 88.7043°W﻿ / 32.3654; -88.7043",Union victory[1][2],William Tecumseh Sherman,Unknown,"26,847",L,V,26847,,,,,
Battle_of_MiÅ¡ar,,,,,,,L,V,8000,,,,,
Battle_of_Miani,"February 17, 1843",Miani,British victory,Charles James Napier,"30,000[1]","2,800[1]",L,V,2800,,,,,
Battle_of_Middle_Creek,"January 10, 1862 (1862-01-10)","Floyd County, Kentucky",Union victory,James A. Garfield,"2,500","2,100",L,V,2100,,,,,
Battle_of_Midtskogen,10-Apr-40,"Elverum, Østerdalen, Norway",Norwegian victory,Olaf Helset,100 paratroopers,"100+ soldiers/militia,
2 Colt M/29
heavy machine guns",L,V,100,,,,,2
Battle_of_Midtskogen,10-Apr-40,"Elverum, Østerdalen, Norway",Norwegian victory,Oliver Møystad,100 paratroopers,"100+ soldiers/militia,
2 Colt M/29
heavy machine guns",L,V,100,,,,,2
Battle_of_Midway,4–7 June 1942,"Midway Atoll
28°12′N 177°21′W﻿ / ﻿28.200°N 177.350°W﻿ / 28.200; -177.350Coordinates: 28°12′N 177°21′W﻿ / ﻿28.200°N 177.350°W﻿ / 28.200; -177.350",Decisive American victory,Chester W. Nimitz,"4 carriers
2 battleships
2 heavy cruisers
1 light cruiser
12 destroyers
248 carrier-based aircraft[2]
16 floatplanes

Did not participate in battle:
2 light carriers
5 battleships
4 heavy cruisers
2 light cruisers
~35 support ships","3 carriers
7 heavy cruisers
1 light cruiser
15 destroyers
233 carrier-based aircraft
127 land-based aircraft
16 submarines[1]",L,V,,,,52,360,
Battle_of_Midway,4–7 June 1942,"Midway Atoll
28°12′N 177°21′W﻿ / ﻿28.200°N 177.350°W﻿ / 28.200; -177.350Coordinates: 28°12′N 177°21′W﻿ / ﻿28.200°N 177.350°W﻿ / 28.200; -177.350",Decisive American victory,Frank Jack Fletcher,"4 carriers
2 battleships
2 heavy cruisers
1 light cruiser
12 destroyers
248 carrier-based aircraft[2]
16 floatplanes

Did not participate in battle:
2 light carriers
5 battleships
4 heavy cruisers
2 light cruisers
~35 support ships","3 carriers
7 heavy cruisers
1 light cruiser
15 destroyers
233 carrier-based aircraft
127 land-based aircraft
16 submarines[1]",L,V,,,,52,360,
